ACCIDENTES,PRECIPITACION_PROM,ATROPELLOS,CHOQUES,CAIDAD_OCU,VOLCAMIENTOS,OTRO,MUERTOS,DANOS,HERIDOS,SEMANA_SANTA,VAC_MITAD_ANO,FERIA_FLORES,VAC_DICIEMBRE,PERIODO2015,PERIODO2016,PERIODO2017,PERIODO2018,MESagosto,MESdiciembre,MESenero,MESfebrero,MESjulio,MESjunio,MESmarzo,MESmayo,MESnoviembre,MESoctubre,MESseptiembre,DIA_NOMBREjueves,DIA_NOMBRElunes,DIA_NOMBREmartes,DIA_NOMBREmiercoles,DIA_NOMBREsabado,DIA_NOMBREviernes,DIA_MUJER,DIA_MADRE,Acc_A_M,Acc_B_M,Acc_MB_H,Acc_MB_NoM,Acc_Prom
111,0.075,16,69,13,1,12,1,42,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31,0,18,3,58
70,0.008333333333333333,8,38,11,2,11,0,21,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,11,38
126,0.058333333333333334,9,89,13,2,13,0,64,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45,2,11,13,55
100,0.06666666666666667,17,67,10,0,6,2,58,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,31,0,14,9,46
118,0,14,78,12,4,10,1,48,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,1,11,4,60
63,0.1375,10,34,5,3,11,0,25,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,9,7,28
36,0.041666666666666664,1,26,4,1,4,0,14,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,8,1,20
73,0.4666666666666667,5,49,5,1,13,0,29,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,6,9,41
59,0.012499999999999999,6,34,7,2,10,0,20,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,7,38
125,0,10,95,5,4,11,2,63,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,2,12,6,69
105,0,18,69,8,2,8,2,39,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,2,6,6,61
134,0,8,93,16,5,12,0,66,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,8,11,73
120,0,13,80,7,5,15,0,54,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,14,7,68
142,0,11,100,16,4,11,0,70,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,14,6,82
122,0.0125,14,87,8,3,10,1,60,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,12,9,61
72,0,3,48,5,2,14,0,26,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,6,40
136,0,14,91,10,7,14,0,48,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,1,11,9,77
111,0,11,63,18,2,17,1,44,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,1,14,8,54
107,0,8,64,17,5,13,0,47,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,3,11,7,50
137,0.0125,15,91,14,2,15,0,59,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,20,8,77
140,0.4583333333333333,8,92,14,10,16,1,65,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,1,9,10,78
120,0.22916666666666666,14,83,12,2,9,0,61,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,13,7,69
54,0,11,33,5,0,5,2,17,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,4,28
141,0,14,108,9,2,8,2,75,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,9,9,71
148,0,13,102,12,8,13,2,70,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,2,15,9,85
103,0,15,68,8,2,10,1,32,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,10,5,62
148,0,14,115,10,3,6,0,86,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,1,5,12,91
150,0,17,108,13,2,10,1,67,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,1,10,9,78
112,0.17083333333333334,15,76,8,5,8,0,48,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,10,3,65
98,0.05416666666666667,12,63,12,0,11,0,35,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,14,13,51
134,0.08333333333333334,17,100,5,3,9,1,69,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,9,8,57
143,0.275,16,96,13,4,14,0,63,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,16,8,74
133,0,14,91,7,4,17,3,64,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,12,7,65
134,0.004166666666666667,10,101,11,2,10,1,65,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,1,8,12,70
84,1.2,15,51,11,2,5,1,34,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,8,10,52
112,0.19583333333333333,13,76,7,3,13,0,45,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41,0,6,2,62
82,0.5416666666666666,8,48,12,1,13,1,22,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,14,7,42
142,0.05416666666666667,15,79,16,7,25,0,56,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40,0,13,10,79
113,0,8,80,13,0,12,1,54,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35,0,12,6,60
114,0.012499999999999999,10,68,23,3,10,0,40,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,0,13,3,66
141,0,16,106,10,0,9,2,79,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54,0,11,10,66
121,0.0875,14,87,8,2,10,0,50,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,1,6,10,72
151,0,18,105,11,3,14,1,72,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44,1,12,8,83
107,0,10,71,11,3,12,2,39,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22,0,16,7,60
138,0,14,88,18,7,11,0,55,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37,0,12,3,84
155,0,15,109,15,3,13,0,75,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,52,0,18,7,78
125,0.020833333333333336,8,96,8,4,9,2,62,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,41,0,12,4,65
112,0.08333333333333333,10,85,5,4,8,0,58,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28,1,17,8,57
141,0.7208333333333333,15,95,12,9,10,0,67,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42,0,14,9,76
135,0,17,95,5,5,13,1,61,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40,0,10,8,74
69,0,16,36,7,3,7,0,16,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,13,4,36
81,0,12,48,7,7,7,1,26,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,1,7,5,59
134,0,17,96,9,1,11,0,68,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,0,13,10,80
120,0.037500000000000006,14,79,18,1,8,0,52,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36,0,13,9,61
135,0,12,84,16,4,19,0,55,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,37,0,14,6,78
152,0,20,96,13,5,18,3,70,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,46,0,11,7,85
116,0,15,84,8,3,6,0,62,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28,0,10,5,71
65,0,10,33,8,3,11,0,24,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,7,7,38
137,0.4791666666666667,14,80,17,5,21,2,58,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40,1,15,7,74
119,0.03333333333333333,16,81,14,2,6,2,53,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34,1,15,6,63
127,0,16,85,10,2,14,0,53,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33,1,8,4,78
121,0,11,85,6,4,15,0,50,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,43,0,11,6,58
123,0,13,83,4,4,19,0,58,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27,2,11,8,74
115,0,7,92,8,1,7,1,63,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33,1,15,9,55
92,0,14,52,10,3,13,1,29,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,12,6,51
132,0.0625,12,88,14,3,15,0,60,72,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,9,11,77
120,0.004166666666666667,16,79,9,2,14,1,56,63,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,15,6,57
152,0,21,104,12,0,15,1,71,80,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52,2,9,12,77
116,0,10,80,9,3,14,1,48,67,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,15,5,66
121,0,19,78,10,4,10,2,50,69,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,9,5,64
138,0,15,100,9,4,10,0,60,78,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1,12,15,69
79,0.041666666666666664,13,43,11,6,6,2,27,50,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,8,53
68,0.004166666666666667,10,38,11,3,6,1,25,42,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,5,3,43
127,0,13,89,9,2,14,0,59,68,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,13,8,63
136,0,11,87,23,4,11,1,54,81,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,13,6,76
113,0,19,78,5,3,8,0,57,56,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,38,2,9,8,56
126,0.09166666666666667,10,98,5,3,10,1,70,55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,8,14,66
92,0.025,9,65,4,1,13,0,49,43,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,8,7,54
75,0.22916666666666666,10,44,6,5,10,1,20,54,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,6,40
74,0.475,10,37,8,3,16,1,27,46,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,5,11,45
127,0.15833333333333333,9,100,10,3,5,2,74,51,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44,2,11,8,61
114,0,17,73,6,9,9,1,55,58,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,11,10,48
113,0.07083333333333333,14,78,8,3,10,1,50,62,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,18,6,64
136,0.008333333333333333,15,96,12,2,11,0,70,66,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,41,1,8,11,74
115,0.14166666666666666,13,71,19,5,7,2,43,70,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,2,15,8,62
75,0.041666666666666664,6,48,10,4,7,0,27,48,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,8,48
94,0,7,66,11,2,8,1,46,47,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29,1,12,9,43
118,0.0375,15,82,15,4,2,2,54,62,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,11,5,60
125,0,13,92,6,2,12,1,64,60,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1,11,6,72
99,0,12,64,10,5,8,0,43,56,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,14,3,54
126,0,15,81,14,7,9,0,59,67,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,2,11,12,71
112,0,21,71,8,4,8,1,49,62,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,15,9,59
38,0,7,25,1,0,5,2,15,21,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,24
64,0,10,36,8,5,5,0,15,49,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,4,4,45
129,0,13,95,6,7,8,1,66,62,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,8,14,62
111,0,10,81,10,2,8,0,59,52,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,1,10,8,60
114,0,12,83,7,2,10,1,51,62,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,15,4,59
106,0,13,75,3,3,12,0,52,54,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,3,4,3,62
115,0,21,73,11,3,7,2,50,63,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,1,12,12,57
75,0,11,50,4,5,5,0,27,48,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,2,47
142,0.004166666666666667,11,93,22,9,7,1,66,75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,3,13,4,72
134,0.0375,18,88,12,3,13,1,56,77,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,15,13,56
138,0,12,88,8,11,19,1,58,79,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,14,9,74
127,0,14,87,9,9,8,2,60,65,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,1,12,5,66
131,0,18,87,4,6,16,0,53,78,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,12,15,68
108,0,11,73,10,5,9,2,53,53,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,12,8,60
93,0,12,53,8,4,16,0,25,68,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,11,52
136,0,9,90,14,7,16,0,61,75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,1,12,6,72
131,0,10,89,11,5,16,2,69,60,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,2,15,6,66
152,0,15,87,8,11,31,0,55,97,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1,23,6,83
125,0,9,87,6,9,14,1,59,65,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,1,10,7,68
146,0,16,104,9,5,12,1,76,69,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,1,16,7,76
126,0.029166666666666667,18,81,9,9,9,0,54,72,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,19,7,63
77,0.05,8,38,11,8,12,2,18,57,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,12,3,46
77,0,13,45,6,7,6,0,35,42,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,8,4,47
131,0,7,102,11,3,8,1,69,61,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,13,9,66
110,0.21666666666666667,9,76,12,3,10,0,48,62,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,13,8,60
120,0.05416666666666667,11,86,4,4,15,2,57,61,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,1,15,9,51
125,0.020833333333333332,13,85,12,3,12,0,61,64,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,9,11,61
126,0.15416666666666667,16,88,5,2,15,0,62,64,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,13,8,74
67,0.15416666666666667,9,39,8,2,9,0,22,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,6,41
129,0.03333333333333333,10,95,14,2,8,1,66,62,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0,9,10,65
136,0,5,102,11,9,9,1,69,66,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,7,9,72
143,0.11666666666666667,18,92,12,2,19,2,59,82,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1,13,10,76
124,0,10,82,14,4,14,0,56,68,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,13,12,54
133,0,13,103,7,3,7,2,71,60,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,12,6,72
112,0.17083333333333334,17,77,4,5,9,0,48,64,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,17,2,62
97,0,14,62,8,5,8,4,37,56,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,6,60
144,0,10,110,17,3,4,0,73,71,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,1,13,14,75
142,0.025,6,102,8,11,15,2,78,62,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,4,9,5,78
146,0,13,110,12,3,8,3,77,66,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1,17,9,76
141,0,14,104,6,3,14,1,71,69,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,1,12,4,79
96,0,10,60,9,7,10,2,35,59,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,15,4,59
132,0.1875,15,85,24,2,6,1,59,72,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,11,7,75
82,0.3375,15,52,7,3,5,1,34,47,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,7,46
121,0.07083333333333333,8,85,15,3,10,1,62,58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,10,11,59
130,0,12,91,14,3,10,0,63,67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,1,16,10,63
103,0,18,65,2,5,13,2,41,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,10,7,62
116,0.15,12,77,12,4,11,1,56,59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,12,7,72
140,0.09166666666666666,8,107,7,5,13,0,67,73,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,1,9,7,84
131,0.15416666666666667,15,91,10,3,12,1,53,77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,17,8,74
93,0.15,9,46,16,6,16,0,28,65,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,11,55
75,0,8,44,7,4,12,0,25,50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,12,5,42
183,0,11,112,21,14,25,1,70,112,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,2,15,10,104
112,0,14,75,9,3,10,1,41,70,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1,13,9,53
119,0,7,86,14,4,8,0,52,67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,13,4,67
108,0,5,80,6,8,9,1,45,62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,1,10,3,59
94,0,9,64,12,3,6,0,35,59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,10,6,53
70,0.5791666666666667,7,37,11,2,13,1,24,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,4,41
144,0.8583333333333334,12,80,15,5,32,0,57,87,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,2,21,13,64
119,0,11,80,16,3,9,2,54,63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,15,10,60
124,0,8,86,10,5,15,0,53,71,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1,12,11,63
127,0,20,71,10,4,22,2,47,78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,19,5,68
183,0,23,115,24,4,17,2,78,103,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,18,13,109
136,0,17,94,11,6,8,2,57,77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,11,8,73
89,0,11,49,9,4,16,0,27,62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,7,48
120,0,11,75,18,5,11,1,51,68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,18,7,59
