ACCIDENTES,PRECIPITACION_PROM,ATROPELLOS,CHOQUES,CAIDAD_OCU,VOLCAMIENTOS,OTRO,MUERTOS,DANOS,HERIDOS,SEMANA_SANTA,VAC_MITAD_ANO,FERIA_FLORES,VAC_DICIEMBRE,PERIODO2015,PERIODO2016,PERIODO2017,PERIODO2018,MESagosto,MESdiciembre,MESenero,MESfebrero,MESjulio,MESjunio,MESmarzo,MESmayo,MESnoviembre,MESoctubre,MESseptiembre,DIA_NOMBREjueves,DIA_NOMBRElunes,DIA_NOMBREmartes,DIA_NOMBREmiercoles,DIA_NOMBREsabado,DIA_NOMBREviernes,DIA_MUJER,DIA_MADRE,Acc_A_M,Acc_B_M,Acc_MB_H,Acc_MB_NoM,Acc_Prom
74,0,13,35,7,1,18,0,18,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,13,11,38
72,0.13333333333333333,12,43,7,1,9,0,30,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,8,5,38
93,0.037500000000000006,7,67,5,1,13,0,42,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,12,7,45
68,0.20833333333333334,11,40,7,1,9,1,27,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,10,5,40
67,0.12083333333333333,6,43,5,3,10,1,31,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,7,37
43,0,4,23,5,2,9,2,14,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,7,5,22
100,0.004166666666666667,10,64,10,2,14,3,45,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,11,5,46
77,0,7,46,17,0,7,0,31,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,5,5,45
86,0,14,57,9,3,3,2,41,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,11,6,49
100,0.037500000000000006,8,77,8,0,7,1,57,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,2,7,11,45
97,0,9,55,18,2,13,1,36,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,1,14,8,54
69,0,6,48,7,2,6,1,30,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,7,43
109,0.32083333333333336,15,67,10,3,14,1,46,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,9,6,61
95,0.029166666666666667,8,64,12,1,10,2,48,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,9,2,52
117,0,22,77,6,2,10,3,48,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,7,6,63
107,0.20833333333333331,13,67,13,3,11,2,47,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,11,7,54
113,0.30833333333333335,13,84,6,0,10,1,60,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,1,15,7,50
106,0,13,70,9,1,13,0,46,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,10,9,58
64,0,6,42,6,1,9,1,31,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,2,38
117,0.025,6,89,14,1,7,1,62,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,6,3,70
105,0.004166666666666667,12,70,8,2,13,0,50,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,9,12,57
120,0,10,89,6,5,10,0,64,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,9,13,58
101,0,17,66,5,0,12,0,48,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,1,6,2,60
112,0.09166666666666667,11,84,8,1,8,1,57,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,10,2,71
97,0,8,65,5,0,19,1,51,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,8,4,58
75,0.05416666666666667,12,27,11,2,23,0,18,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,9,39
141,0.07916666666666666,18,98,6,5,14,1,69,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,1,13,12,74
129,0,19,81,7,7,15,2,61,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,13,10,71
93,0,5,71,9,2,6,0,50,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,6,3,56
100,0.004166666666666667,9,59,8,2,22,0,46,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,1,11,8,50
144,0,18,102,10,0,14,2,68,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,7,11,85
119,0.09166666666666667,15,79,9,1,15,1,54,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,8,7,78
65,0.049999999999999996,12,33,8,3,9,2,23,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,7,42
132,0,15,89,9,0,19,1,58,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,11,6,75
108,0.04583333333333334,14,73,8,0,13,0,55,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,13,9,56
113,0.020833333333333332,15,74,10,3,11,1,58,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,2,13,6,63
139,0,15,85,12,5,22,2,64,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,14,4,77
138,0.0125,17,89,10,4,18,1,58,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,15,11,80
93,0.0375,8,70,5,4,6,1,53,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,11,6,53
78,0,14,41,12,1,10,0,23,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6,56
156,0.04583333333333334,12,104,18,2,20,1,76,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,2,21,10,88
120,0,13,86,6,3,12,1,66,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,18,11,58
133,0,14,87,9,2,21,0,62,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,1,9,5,83
163,0.09583333333333334,12,106,15,8,22,0,71,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,1,12,4,101
112,0.029166666666666667,9,74,4,2,23,0,50,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,11,8,55
105,0.4708333333333333,13,74,8,3,7,0,48,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1,13,10,54
75,0.041666666666666664,13,44,7,0,11,1,28,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,6,52
121,0,8,84,17,0,12,0,62,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,12,8,68
121,0,15,87,9,2,8,0,54,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,9,6,66
110,0,7,80,8,1,14,0,54,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,19,4,59
121,0.0125,17,82,13,2,7,0,56,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,2,14,5,70
104,0.15833333333333333,13,72,9,0,10,1,49,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,5,7,59
113,0.05,21,66,9,2,15,2,38,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,11,6,60
84,0.004166666666666667,14,46,11,2,11,0,22,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,14,8,43
129,0,11,92,10,1,14,5,70,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,2,12,15,61
132,0,17,88,11,1,15,0,49,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,15,10,69
99,0.0875,12,63,10,1,13,0,39,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,9,7,57
139,0.11666666666666667,10,90,18,5,16,0,67,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,13,3,83
136,0.058333333333333334,11,103,9,2,11,0,75,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,17,8,77
131,0.008333333333333333,21,85,6,5,14,1,54,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25,1,9,16,78
75,0,11,45,6,3,10,0,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,13,6,40
141,0.020833333333333332,12,105,7,6,11,0,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31,1,19,11,78
132,0.05416666666666667,16,94,10,2,10,0,61,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,39,0,19,11,60
156,0,15,99,20,4,18,1,64,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,1,21,10,84
132,0,15,92,8,5,12,1,62,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49,0,9,7,66
137,0,20,92,7,3,15,1,72,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,1,18,12,67
114,0,9,77,9,3,16,3,49,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,40,1,11,6,55
84,0,12,48,10,2,12,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,8,49
124,0,14,82,12,3,13,1,56,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,32,1,9,10,72
127,0,20,78,12,3,14,1,52,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,34,1,12,6,72
147,0,19,92,18,5,13,3,67,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,43,0,8,12,82
119,0,18,78,8,3,12,1,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0,9,3,76
141,0,14,102,12,0,13,0,71,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,42,0,16,7,74
139,0.004166666666666667,11,95,21,6,6,0,61,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,42,0,16,7,73
91,0,14,48,16,5,8,0,34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,7,53
154,0,13,109,6,4,22,2,70,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,37,1,14,16,81
133,0,17,90,8,6,12,0,52,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,44,1,12,10,63
121,0,11,87,6,2,15,0,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,35,0,7,9,70
145,0,18,96,12,6,12,1,65,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,47,1,13,5,78
137,0.004166666666666667,13,95,12,4,13,0,65,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,47,3,8,7,71
111,0.20833333333333334,18,65,19,5,4,1,49,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33,1,8,8,60
99,0,16,50,18,2,13,0,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,7,65
95,0.09583333333333333,9,50,23,7,6,0,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,1,12,5,58
139,0,13,99,14,2,11,1,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,35,2,17,4,80
120,0,12,78,11,3,16,0,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37,1,10,8,64
113,0,13,81,10,1,8,0,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31,1,12,6,63
150,0,20,103,16,3,8,4,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35,1,7,14,88
128,0,19,77,14,4,14,0,56,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,0,13,11,75
98,0,8,62,17,2,9,3,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,5,51
122,0,15,85,12,4,6,0,57,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,0,12,3,69
127,0,15,78,21,5,8,1,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,12,6,69
117,0,16,78,16,0,7,0,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1,15,8,60
145,0,11,92,30,4,8,1,61,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,13,8,81
138,0.016666666666666666,20,85,13,3,16,0,54,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,2,15,7,79
142,0,14,98,16,2,12,0,64,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,17,9,86
75,0,11,50,6,2,6,0,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,4,42
134,0,21,93,11,2,7,0,60,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,9,7,75
145,0,17,104,16,0,8,1,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,10,10,79
130,0,20,83,16,4,7,0,57,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,11,7,73
134,0,12,94,7,7,14,0,55,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,16,10,63
138,0,18,98,12,2,8,0,72,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,3,18,10,75
135,0,15,92,15,3,10,1,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,2,16,11,69
89,0,15,48,15,3,8,0,29,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,4,56
108,0,7,80,8,1,12,1,48,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,10,5,58
134,0,15,86,11,4,18,0,63,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,2,8,3,69
122,0,15,69,12,5,21,2,46,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,16,6,70
61,0,8,34,8,1,10,0,15,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,12,3,28
51,0.09583333333333334,10,28,2,2,9,0,15,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,5,3,26
53,0.029166666666666667,7,34,4,2,6,0,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,6,5,28
70,0,10,46,2,3,9,0,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,6,37
117,0.075,5,82,15,5,10,2,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,8,4,66
92,0,11,49,12,3,17,2,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,10,4,49
131,0.029166666666666667,11,90,11,1,18,0,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,2,15,9,74
134,0,12,83,25,1,13,2,55,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,18,7,73
127,0.0125,7,91,13,5,11,1,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,12,10,66
116,0.07916666666666668,12,77,13,3,11,1,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1,13,6,59
83,0.1375,16,44,13,2,8,2,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,8,44
141,0.2,17,94,17,2,11,1,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,12,5,70
108,0.16666666666666666,11,74,14,1,8,1,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,11,5,59
128,0.2916666666666667,13,86,19,1,9,0,58,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,17,1,68
86,0.3458333333333333,10,50,20,1,5,0,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,12,4,45
141,0.12916666666666668,20,87,14,5,15,1,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,44,2,12,5,76
122,0,8,86,19,3,6,0,60,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38,0,8,5,70
80,0,17,32,11,4,16,0,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,12,10,43
126,0,14,88,11,2,11,2,63,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42,0,9,7,65
111,0,10,67,15,4,15,0,47,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,12,10,63
133,0.041666666666666664,12,92,14,2,13,0,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,47,0,16,8,61
118,0,7,83,13,2,13,1,52,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35,1,16,7,56
114,0.16666666666666669,8,77,16,6,7,0,53,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40,1,7,7,54
121,0.016666666666666666,17,85,5,3,11,0,58,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,29,0,8,7,76
97,0.029166666666666667,11,66,12,2,6,0,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,9,9,54
117,0.004166666666666667,12,85,9,2,9,1,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0,16,8,63
128,0.008333333333333333,10,87,12,3,16,0,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,51,0,11,6,58
123,0.008333333333333333,10,90,10,3,10,0,63,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,38,0,10,6,67
114,0,16,70,11,2,15,1,48,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33,0,15,7,58
126,0,16,90,10,1,9,0,67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33,0,10,9,74
132,0,13,81,18,11,9,2,56,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40,2,12,12,64
81,0,9,46,12,2,12,0,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,7,9,45
157,0.008333333333333333,16,106,10,3,22,0,71,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,39,0,14,9,92
107,0,4,84,5,3,11,0,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,1,9,8,58
141,0,16,80,17,5,23,0,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36,0,15,8,79
131,0.10833333333333334,11,85,19,3,13,0,61,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,0,13,4,71
127,0.7041666666666667,8,87,15,0,17,0,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,48,0,13,12,54
121,0.19583333333333333,21,79,10,1,10,0,49,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36,1,11,11,60
94,0.008333333333333333,14,57,13,1,9,0,37,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,14,7,55
127,0.16666666666666666,15,83,17,1,11,2,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33,3,10,8,72
114,0.05416666666666667,15,71,11,1,16,1,44,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37,1,10,10,55
123,0,15,82,10,3,13,0,56,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29,2,12,8,72
111,0.07083333333333333,11,78,8,0,14,1,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33,0,13,7,57
147,0.10416666666666667,14,109,8,1,15,1,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,47,1,9,8,81
116,0.004166666666666667,15,74,12,2,13,0,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,0,18,6,63
81,0,12,46,7,1,15,1,30,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,7,47
70,0,6,38,9,5,12,0,18,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,5,3,41
168,0,18,108,16,3,23,1,72,95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,57,1,12,15,79
127,0.4375,14,84,12,1,16,1,65,61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,11,12,74
136,0.004166666666666667,16,86,13,3,18,1,61,74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,17,9,70
